FID,globalid,uniq_id,timestamp,editor,wardname,wardcode,lganame,lgacode,statename,statecode,idp_hf_prv,idp_hf,idp_am_mdc,tot_hhold,f_pop_60,m_pop_pl60,f_pop18_59,m_pop18_59,f_pop6_17,m_pop6_17,f_pop1_5,m_pop1_5,f_pop_und1,b_pop_und1,site_id,idp_prtb_w,idp_amnts,idp_am_hs,idp_am_med,agncy_cntc,agency_nam,sma_type,site_cls_d,site_opn_d,site_statu,site_type,set_name,alt_st_nam,t_pop_und5,total_pop,pop_source,site_name,x,y
238,a94ef5a2-7f93-49f6-8fbf-40db378eb009,7115,2/2/2018 12:00:00 AM,dennis.irorere,Monguno,12307,Monguno,123,Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0,BO_S095, , , , ,0, ,Government,,, ,Transitional Centre,Monguno, ,0,0,IOM DTM RD24 August 2018,Local Government Sectariat,13.613460000079,12.6822600001989
239,a0b52570-b90f-4c6a-b446-8c96ffac1c2a,7120,2/2/2018 12:00:00 AM,dennis.irorere,Pulka Bokko,11112,Gwoza,111,Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0,BO_S112, , ,Yes, ,0, ,Armed Forces,,, ,Collective Settlement/Centre,Bulama Manya Tada, ,0,0,IOM DTM RD24 August 2018,General Hospital Pulka,13.7863699995759,11.2254399997562
240,a865b9bb-3c72-44b6-a467-86efbc46055b,7122,2/2/2018 12:00:00 AM,dennis.irorere,Bali A,TRSBAL01,Bali,35002,Taraba,TA, , , ,0,0,0,0,0,0,0,0,0,0,0,TR_S017, , ,Yes, ,0, , ,,, , ,Angwan Nayinawa, ,0,0,IOM DTM RD24 August 2018,LG Council Hall,10.965900000085,7.85500000004998
241,4e773578-f335-4ad4-a179-d6eb6faf71ef,7123,2/2/2018 12:00:00 AM,dennis.irorere,Bali A,TRSBAL01,Bali,35002,Taraba,TA, , , ,0,0,0,0,0,0,0,0,0,0,0,TR_S036, , ,Yes, ,0, , ,,, , ,Angwan Nayinawa, ,0,0,IOM DTM RD24 August 2018,Tiv Council Hall,10.968280000122,7.84828000042171
242,c542c59f-75ad-449d-9d65-557db9b5f7a2,7124,2/2/2018 12:00:00 AM,dennis.irorere,Yerimaram,71409,Potiskum,714,Yobe,YO, , , ,0,0,0,0,0,0,0,0,0,0,0,YB_S017, , ,Yes, ,0, , ,,, , ,Gishiwa Dabuwa, ,0,0,IOM DTM RD24 August 2018,Bayan NNPC,11.1037200001779,11.6981599997842
243,6cf2dbdb-0539-47c6-b99b-597e2eb1273d,7125,2/2/2018 12:00:00 AM,dennis.irorere,Garu,10601,Chibok,106,Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0,BO_S150, , , , ,0, ,Individual/Private,,, ,Collective Settlement/Centre,Military Base, ,0,0,IOM DTM RD24 August 2018,20 Housing Unit Garu,12.8506000002898,10.8608199998432
244,ae4c5369-3f24-4b90-9b09-26c6e1db3c39,7226,2/2/2018 12:00:00 AM,adanna.alex,Dan Amar B,BA0202,Bauchi,5002,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Karofi Madaki, ,0,0,IOM DTM RD16 May 2017,Kandahar,9.86272999998954,10.3019199997083
245,84ea848e-1fc2-4b25-9bd4-9030e8d32cc3,7126,2/2/2018 12:00:00 AM,dennis.irorere,Benisheikh,11401,Kaga,114,Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0,BO_S193, , ,Yes, ,0, , ,,,Informal,Collective Settlement/Centre,Fulatari Lamido Camp, ,0,0,IOM DTM RD24 August 2018,Fulatari Lamido Camp,12.4998899997237,11.80640000006
246,079b92e9-2431-42e1-bf4e-20dda7f063ba,7128,2/2/2018 12:00:00 AM,dennis.irorere,Kona,TRSJAL03,Jalingo,35007,Taraba,TA, , , ,0,0,0,0,0,0,0,0,0,0,0,TR_S033, , , , ,0, , ,,,Informal,Camp,Mile Six Primary School Camp, ,0,0,IOM DTM RD24 August 2018,Mile Six Primary School Camp,11.3410000003498,8.92781000033131
247,cf248232-d718-4dcb-8f73-2e6a2d707fa6,7129,2/2/2018 12:00:00 AM,dennis.irorere,Mairi,11309,Jere,113,Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0,BO_S109, , ,No, ,0, , ,,, ,Collective Settlement/Centre,Dalori Primary, ,0,0,IOM DTM RD24 August 2018,Dalori Primary,13.2162099999916,11.7769899999885
248,0aaf2a32-2628-4eab-85a1-457d489aebb3,7138,2/2/2018 12:00:00 AM,dennis.irorere,Sopp,PLSRYM14,Riyom,32015,Plateau,PL, , , ,0,0,0,0,0,0,0,0,0,0,0,PL_S011, , , , ,0, ,Individual/Private,,,Informal,Collective Settlement/Centre,Sopp Primary School, ,0,0,IOM DTM RD24 August 2018,Sopp Primary School,8.65350000032481,9.55529999969525
249,728afa77-24e2-4379-9f84-ba6fd4520da5,7139,2/2/2018 12:00:00 AM,dennis.irorere,City Center 1,FCTABC01,Municipal Area Council,15006,Fct,FC, , , ,0,0,0,0,0,0,0,0,0,0,0,FC_S002, , , , ,0, , ,,,Informal,Camp,Kuchingoro Idp Site, ,0,0,IOM DTM RD24 August 2018,Kuchingoro Idp Site,7.43769999985517,9.00810000041474
250,efaeea06-0bb0-455d-a6e3-61314129003d,7140,2/2/2018 12:00:00 AM,dennis.irorere,Vwang,PLSBUU18,Jos South,32006,Plateau,PL, , , ,0,0,0,0,0,0,0,0,0,0,0,PL_S012, , , , ,0, ,Local NGO,,,Informal,Collective Settlement/Centre,Favor Sister Foundation, ,0,0,IOM DTM RD24 August 2018,Favor Sister Foundation,8.7700000001999,9.76800000039975
251,cc2f027d-913f-4855-895f-df9963b013d0,7141,2/2/2018 12:00:00 AM,dennis.irorere,City Center 1,FCTABC01,Municipal Area Council,15006,Fct,FC, , , ,0,0,0,0,0,0,0,0,0,0,0,FC_S007, , , , ,0, , ,,,Informal,Camp,Durumi, ,0,0,IOM DTM RD24 August 2018,Durumi Idp Site,7.4618999997852,9.01750000042472
252,c5208a89-9a9b-4192-b85e-0462b6c66b0c,7142,2/2/2018 12:00:00 AM,dennis.irorere,Gwarinpa,FCTABC05,Municipal Area Council,15006,Fct,FC, , , ,0,0,0,0,0,0,0,0,0,0,0,FC_S008, , , , ,0, , ,,,Informal,Camp,Karmajiji, ,0,0,IOM DTM RD24 August 2018,Karmajiji,7.42339999961035,9.09209999981516
253,94e81e9a-cd3a-4847-ab18-13d5c5c60e24,7143,2/2/2018 12:00:00 AM,dennis.irorere,Jere South,KD1104,Kagarko,19011,Kaduna,KD, , , ,0,0,0,0,0,0,0,0,0,0,0,KD_S002, , , , ,0, , ,,,Informal,Collective Settlement/Centre,Ungwan Rimi, ,0,0,IOM DTM RD24 August 2018,Ungwan Rimi Camp,7.42749999982516,9.57789999958538
254,3d8b7865-ceb1-4bc5-80d1-547844b263c0,7144,2/2/2018 12:00:00 AM,dennis.irorere,Kwarau,KD0407,Igabi,19004,Kaduna,KD, , , ,0,0,0,0,0,0,0,0,0,0,0,KD_S006, , , , ,0, ,Individual/Private,,,Informal,Collective Settlement/Centre,Arfon, ,0,0,IOM DTM RD24 August 2018,Arfon,7.5102500000375,10.6935899996788
255,0c1c52b1-e9fd-4008-83fc-ec280e7d321f,7149,2/2/2018 12:00:00 AM,dennis.irorere,Gurku-Kabusu,NASKRV04,Karu,26004,Nasarawa,NA, , , ,0,0,0,0,0,0,0,0,0,0,0,NW_S005, , , , ,0, , ,,,Informal,Collective Settlement/Centre,Interfaith 2, ,0,0,IOM DTM RD24 August 2018,Interfaith 2,7.62800000000004,9.08240000035977
256,72b6934a-938e-496d-86e7-87cd4b3a2a3f,7150,2/2/2018 12:00:00 AM,dennis.irorere,Gurku-Kabusu,NASKRV04,Karu,26004,Nasarawa,NA, , , ,0,0,0,0,0,0,0,0,0,0,0,NW_S006, , , , ,0, , ,,,Informal,Camp,Kugbaru, ,0,0,IOM DTM RD24 August 2018,Kugbaru,7.67690000043473,9.17019999963031
257,6dffd674-a9f8-4c23-8b48-495ca7754a61,7151,2/2/2018 12:00:00 AM,dennis.irorere,Gurku-Kabusu,NASKRV04,Karu,26004,Nasarawa,NA, , , ,0,0,0,0,0,0,0,0,0,0,0,NW_S007, , , , ,0, , ,,,Informal,Camp,Interfaith 1, ,0,0,IOM DTM RD24 August 2018,Interfaith 1,7.62800000000004,9.08240000035977
258,64dedcf6-a625-4f12-a858-212332da4077,7153,2/2/2018 12:00:00 AM,dennis.irorere,North Bank 1,BNSMKD09,Makurdi,7013,Benue,BE, , , ,0,0,0,0,0,0,0,0,0,0,0,BN_S001, , , , ,0, , ,,,Informal,Collective Settlement/Centre,Toll Gate, ,0,0,IOM DTM RD24 August 2018,Toll Gate,8.56960000013993,7.81009999971525
259,5c464f43-1232-42a3-bce9-bda97ec5bcf6,7154,2/2/2018 12:00:00 AM,dennis.irorere,Uba,10211,Askira Uba,102,Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0,BO_S026, , , , ,0, , ,6/3/2015 12:00:00 AM,6/3/2015 12:00:00 AM, ,Collective Settlement/Centre,Kidisa,Government Lodge Uba,0,0,IOM DTM RD24 August 2018,Government Lodge Uba,13.2122780003295,10.4377679996935
260,44179da7-7bab-4fd9-ad29-923075b6aaa6,7155,2/2/2018 12:00:00 AM,dennis.irorere,Boboshe,10802,Dikwa,108,Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0,BO_S054, , , , ,0, , ,3/17/2016 12:00:00 AM,3/17/2016 12:00:00 AM, ,Collective Settlement/Centre,Dikwa, ,0,0,IOM DTM RD24 August 2018,Holiday Resort Area,13.8980500002074,12.0313500000025
261,15d16f0a-559c-4627-a103-4a698650a176,7156,2/2/2018 12:00:00 AM,dennis.irorere,Khaddamari,11308,Jere,113,Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0,BO_S055, , , , ,0, , ,11/1/2014 12:00:00 AM,11/1/2014 12:00:00 AM, ,Collective Settlement/Centre,Khaddammari, ,0,0,IOM DTM RD24 August 2018,Maryam Abacha Secretariat,13.2216790003856,11.9500500001075
262,9f737b82-e99d-4c97-b752-d68f603c3ab9,7157,2/2/2018 12:00:00 AM,dennis.irorere,Maisandari,12413,Maiduguri,124,Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0,BO_S005, , , , ,8023041745,NEMA,Government,11/11/2014 12:00:00 AM,11/11/2014 12:00:00 AM,Open,Collective Settlement/Centre,Moduganari,Arabic Teachers College,0,0,IOM DTM RD24 August 2018,Arabic Teachers College Camp,13.1231073398319,11.8292971395514
263,e7db961a-171e-4e8e-95e1-2b44907e6fb1,7158,2/2/2018 12:00:00 AM,dennis.irorere,Mashamari,11305,Jere,113,Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0,BO_S002, , , , ,8065629239,SEMA/NEMA,Government,8/15/2015 12:00:00 AM,8/15/2015 12:00:00 AM,Open,Collective Settlement/Centre,Sanda Kyarimi,Shehu Sanda Kyarimi Primary School,0,0,IOM DTM RD24 August 2018,Sanda Kyarimi IDP Camp,13.1826756298765,11.8506035698989
264,af00eeec-a15b-42de-9284-ddbf7a22aec6,7159,2/2/2018 12:00:00 AM,dennis.irorere,Kagarko South,KD1106,Kagarko,19011,Kaduna,KD, , , ,0,0,0,0,0,0,0,0,0,0,0,KD_S004, , , , ,0, , ,,,Informal,Collective Settlement/Centre,Dan Mori, ,0,0,IOM DTM RD24 August 2018,Dan Mori Camp,7.69470000020488,9.51399999990014
265,84f13e5a-9d38-4a92-9d48-db55ec419baf,7206,2/2/2018 12:00:00 AM,adanna.alex,Maisandari,12413,Maiduguri,124,Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,9/24/2016 12:00:00 AM,9/24/2016 12:00:00 AM, ,Formal,NYSC Camp, ,614,0,eHA_Polio,NYSC Camp,13.1012844800947,11.827506799799
266,4957470e-9b51-4063-af94-5daabc7b01e7,7160,2/2/2018 12:00:00 AM,dennis.irorere,Kabusa,FCTABC07,Municipal Area Council,15006,Fct,FC, , , ,0,0,0,0,0,0,0,0,0,0,0,FC_S005, , , , ,0, , ,,,Informal,Collective Settlement/Centre,Wasa Housing Estate, ,0,0,IOM DTM RD24 August 2018,Wasa Housing Estate,7.48200000039975,8.87619999993012
267,5364b3d7-220e-4956-bcdc-c2aa6caf76be,7161,2/2/2018 12:00:00 AM,dennis.irorere,Danburan,PLSWAS02,Wase,32017,Plateau,PL, , , ,0,0,0,0,0,0,0,0,0,0,0,PL_S010, , , , ,0, , ,,,Informal,Collective Settlement/Centre,GSSS Wase, ,0,0,IOM DTM RD24 August 2018,GSS Wase,9.96929999969529,9.10880000011997
268,6c3bae46-d455-4ff7-99a1-c6e5256f05ba,7162,2/2/2018 12:00:00 AM,dennis.irorere,Iddah,KD1102,Kagarko,19011,Kaduna,KD, , , ,0,0,0,0,0,0,0,0,0,0,0,KD_S001, , , , ,0, , ,,,Informal,Collective Settlement/Centre,Tafa Camp Iddah, ,0,0,IOM DTM RD24 August 2018,Tafa Camp Iddah,7.26820000022985,9.33590000028482
269,3332c619-7aba-45ae-8f99-63e48f7e1680,7200,2/2/2018 12:00:00 AM,adanna.alex,Maisandari,12413,Maiduguri,124,Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Formal,Wulari Police Barrack, ,160,0,eHA_Polio,Wulari Police Barrack,13.1180739197756,11.8126451000913
270,db9af4e7-e73d-49d6-b626-db4b95af98a3,7163,2/2/2018 12:00:00 AM,dennis.irorere,Bukuru,PLSBUU01,Jos South,32006,Plateau,PL, , , ,0,0,0,0,0,0,0,0,0,0,0,PL_S002, , , , ,0, ,Local NGO,,,Informal,Collective Settlement/Centre,Stefanos IDP Camp, ,0,0,IOM DTM RD24 August 2018,Stefanos Idp Camp,8.86605605374393,9.80470000030482
271,294045a9-e5c9-4012-a876-67db568ae130,7164,2/2/2018 12:00:00 AM,dennis.irorere,Turu B,PLSBUU17,Jos South,32006,Plateau,PL, , , ,0,0,0,0,0,0,0,0,0,0,0,PL_S005, , , , ,0, , ,,,Informal,Collective Settlement/Centre,Community Town Hall-Riyom, ,0,0,IOM DTM RD24 August 2018,Community Town Hall Riyom,8.76160000043973,9.63769999995509
272,1acbced8-0f68-4fd9-8549-488ffe74db4d,7165,2/2/2018 12:00:00 AM,dennis.irorere,Galtimari,11306,Jere,113,Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0,BO_S001, , ,Yes, ,0, , ,9/10/2014 12:00:00 AM,9/10/2014 12:00:00 AM,Open,Collective Settlement/Centre,Fori,Fori Primary School,0,0,IOM DTM RD24 August 2018,Fori Primary School IDP Camp,13.1771723302389,11.799091624379
273,60e7e190-910b-4dfb-94a6-43c0c388aebf,7166,2/2/2018 12:00:00 AM,dennis.irorere,Kasugula,10310,Bama,103,Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0,BO_S057, , ,Yes, ,0, ,Government,10/7/2015 12:00:00 AM,10/7/2015 12:00:00 AM, ,Collective Settlement/Centre,Bama,General Hospital Bama,0,0,IOM DTM RD24 August 2018,General Hospital Bama,13.6884409999523,11.5315500003323
274,1cd539be-2780-425a-9790-f0619cf11068,7167,2/2/2018 12:00:00 AM,dennis.irorere,Maiwa,12609,Nganzai,126,Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0,BO_S154, , ,No, ,0, , ,,, , ,Burimari Camp, ,0,0,IOM DTM RD24 August 2018,Burimari Camp,13.1817000003548,12.3418699998007
275,1da6f5f2-e317-42a1-85ad-1992021e07b2,7227,2/2/2018 12:00:00 AM,adanna.alex,Dan Amar B,BA0202,Bauchi,5002,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Karofi Madaki, ,0,0,IOM DTM RD16 May 2017,Anguwan Mahankata,9.84667999998209,10.2976600002089
276,f464a204-9b7e-4521-b486-5c3f3ff89c0b,7171,2/2/2018 12:00:00 AM,adanna.alex,Dusuman,11307,Jere,113,Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,3/28/2014 12:00:00 AM,3/28/2014 12:00:00 AM,Open,Collective Settlement/Centre,Muna Kumburi,Muna Daalti 1 2 3 4,0,0,eHA_Polio,Muna Kumburi IDP Camp,13.2498366801187,11.8741788998364
277,059170c8-53ea-499b-b848-ba430d07d93c,7172,2/2/2018 12:00:00 AM,adanna.alex,Dusuman,11307,Jere,113,Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, , ,Chad Basin Ngala Road Maiduguri, ,1606,0,eHA_Polio,CBDA,13.2164019998525,11.8619220001003
278,139022cd-982c-4f40-a2d7-c5d3e56e9f23,7173,2/2/2018 12:00:00 AM,adanna.alex,Ngamdu,11411,Kaga,114,Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, , ,Ngamdu Town, ,830,0,eHA_Polio,Ngamdu,12.2631340003339,11.7636370002474
279,af1a5c49-1420-4473-84ed-b16694e9b3c3,7174,2/2/2018 12:00:00 AM,adanna.alex,Jakana,11606,Konduga,116,Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, , ,Jakana Town, ,0,0,eHA_Polio,Jakana,12.7719029999236,11.8409440003654
280,c9298fec-13e0-4a01-9c90-fa470bdc367a,7175,2/2/2018 12:00:00 AM,adanna.alex,Konduga,11609,Konduga,116,Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, , ,Konduga Town, ,343,0,eHA_Polio,Konduga,13.394674000205,11.6628500001274
281,6d615cb1-087e-45cb-9442-ac44aa16e2e0,7176,2/2/2018 12:00:00 AM,adanna.alex,Lamisula,12410,Maiduguri,124,Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,11/15/2014 12:00:00 AM,11/15/2014 12:00:00 AM,Closed, ,Wulari, ,0,0,eHA_Polio,Government College IDP Camp,13.1284479602052,11.834606129869
282,c26803c5-8aa8-48b9-83ab-d388fd48968e,7177,2/2/2018 12:00:00 AM,adanna.alex,Lamisula,12410,Maiduguri,124,Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,9/1/2014 12:00:00 AM,9/1/2014 12:00:00 AM,Closed, ,Moduganari, ,0,0,eHA_Polio,Yerwa Government Girls Secondary School GGSS IDP Camp,13.118695520382,11.8341722195723
283,3d76a7df-c44b-4884-b7a5-86a522caf124,7178,2/2/2018 12:00:00 AM,adanna.alex,Maisandari,12413,Maiduguri,124,Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,1/14/2014 12:00:00 AM,1/14/2014 12:00:00 AM,Closed, ,Government Girls College, ,0,0,eHA_Polio,Government Girls College GGC IDP Camp,13.1419810698706,11.8338280697097
284,ab8e7f8f-5119-4a18-a6e9-13ca5214c033,7179,2/2/2018 12:00:00 AM,adanna.alex,Maisandari,12413,Maiduguri,124,Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,9/16/2014 12:00:00 AM,9/16/2014 12:00:00 AM,Closed, ,Opposite Metro Police Barrack, ,0,0,eHA_Polio,Women Teachers College WTC IDP Camp,13.1395593997465,11.8351806698521
285,523ab215-f7b8-470e-9540-efa4ab901bdf,7180,2/2/2018 12:00:00 AM,adanna.alex,Shehuri North,12414,Maiduguri,124,Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, , ,Shehuri North, ,0,0,eHA_Polio,Goni Musa Camp,13.1594070002329,11.8569890001423
286,792e41f0-8764-4cde-918f-55d9c3619e1e,7181,2/2/2018 12:00:00 AM,adanna.alex,Ngala,12507,Ngala,125,Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, , ,Ngala, ,0,0,eHA_Polio,Government College Ngala,14.1848269995664,12.3423949997295
287,bfb7dfa4-db9f-47a5-b078-90f9cdd48aa6,7191,2/2/2018 12:00:00 AM,adanna.alex,Gomari,11303,Jere,113,Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Formal,Nursing Village, ,67,0,eHA_Polio,Nursing Village,13.0781205396312,11.8303891197621
288,66bfa832-8b83-4978-b53b-d693b6a778d8,7192,2/2/2018 12:00:00 AM,adanna.alex,Ngala,12507,Ngala,125,Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,9/24/2016 12:00:00 AM,9/24/2016 12:00:00 AM, ,Formal,IDP Camp Ngala, ,9912,0,eHA_Polio,Idp Camp Ngala,14.1698860201238,12.3582205496387
289,35647544-38fb-47e8-a9e8-6a6e6f80e3d5,7193,2/2/2018 12:00:00 AM,adanna.alex,Mairi,11309,Jere,113,Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Formal,IPD Camp,Abba Goni,96,0,eHA_Polio,Fori Camp,13.1925943300643,11.7961144700068
290,d3c56d62-ced6-439d-bd5b-718bee5076b8,7194,2/2/2018 12:00:00 AM,adanna.alex,Mashamari,11305,Jere,113,Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Informal,Shakwari 1,Goni Kachallari Lawanti,1800,0,eHA_Polio,Inna Jamalt,13.2105904099195,11.8563626897864
291,a0367dd8-b84f-4c67-89ef-57b4f6e9aef0,7195,2/2/2018 12:00:00 AM,adanna.alex,Old Maiduguri,11311,Jere,113,Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Formal,Madinatu,Madinatu Camp,120,0,eHA_Polio,Madinatu 2,13.1820252500653,11.8795015103864
292,67623e0a-7f57-4344-83aa-82935aa6a33e,7196,2/2/2018 12:00:00 AM,adanna.alex,Auno,11602,Konduga,116,Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,9/19/2000 12:00:00 AM,9/19/2000 12:00:00 AM, ,Formal,Gubio Camp, ,2430,0,eHA_Polio,Gubio Camp,13.0790776332262,11.9042666361963
293,46dc1754-f824-42b0-b6ec-7c389f2c3e78,7197,2/2/2018 12:00:00 AM,adanna.alex,Mafa,11908,Mafa,119,Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,9/27/2016 12:00:00 AM,9/27/2016 12:00:00 AM, ,Formal,Lawanti IDP Camp 1, ,266,0,eHA_Polio,Lawanti Idp Camp 1,13.5997101600959,11.9229659202411
294,e2452e5a-40f6-4301-ab57-e1d0407726d8,7198,2/2/2018 12:00:00 AM,adanna.alex,Mafa,11908,Mafa,119,Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,9/30/2016 12:00:00 AM,9/30/2016 12:00:00 AM, ,Formal,Lawanti IDP Camp 1, ,127,0,eHA_Polio,Lawanti Idp Camp 2,13.6007125102742,11.9233607298139
295,fbda6864-f8aa-4b36-a36b-cf6c4dffb3e2,7199,2/2/2018 12:00:00 AM,adanna.alex,Tamsum Gamdua,11911,Mafa,119,Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,9/23/2016 12:00:00 AM,9/23/2016 12:00:00 AM, ,Formal,Ryjl, ,255,0,eHA_Polio,Eghk,13.1947987599548,11.8334353501613
296,9c2ff2e9-5297-434e-ad74-b1ce547f0a65,7208,2/2/2018 12:00:00 AM,adanna.alex,Gude,ADSGYL04,Mubi South,2015,Adamawa,AD, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, ,INGO,,,Informal,Transitional Centre,Mubi, ,0,0,IOM,Mubi Burnt Brick Factory Transit Camp,13.3075000001249,10.1969999996503
297,52e26423-0cd3-4242-a3dc-3eb5eef606a8,7209,2/2/2018 12:00:00 AM,adanna.alex,Vih / Boka,ADSMCH14,Michika,2013,Adamawa,AD, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, ,Individual/Private,,,Informal,Transitional Centre,Mararaba, ,0,0,IOM,Mararaba,13.3713599997643,10.5388099998817
298,7e8405ca-b2b1-4d7d-8089-37667f7dc748,7210,2/2/2018 12:00:00 AM,adanna.alex,Betso,ADSMUB02,Mubi North,2014,Adamawa,AD, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,,Informal,Collective Settlement/Centre,Vapura, ,0,0,IOM,Vapura,13.3337500001624,10.5047999999201
299,0768720f-8427-4da5-8728-df7cee9019f3,7211,2/2/2018 12:00:00 AM,adanna.alex,Kabusa,FCTABC07,Municipal Area Council,15006,Fct,FC, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,,Informal,Collective Settlement/Centre,Waru, ,0,0,IOM,Waru Camp,7.48580000026982,8.92939999991012
300,85334205-96e2-42db-86ca-a5e3d6bdfbf0,7212,2/2/2018 12:00:00 AM,adanna.alex,Lamingo,PLSJJN12,Jos North,32005,Plateau,PL, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, ,Local NGO,,,Informal,Collective Settlement/Centre,Rikkos, ,0,0,IOM,Rikkos Community School,8.90407999959234,9.91543999985618
301,1a61560e-1a6d-4fb3-90d7-8ea09dfabed5,7213,2/2/2018 12:00:00 AM,adanna.alex,Lassa,10205,Askira Uba,102,Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,9/10/2013 12:00:00 AM,9/10/2013 12:00:00 AM, ,Collective Settlement/Centre,Shishiwa, ,0,0,IOM DTM RD10 June 2016,Central Primary School,13.2673890003022,10.6841539998073
302,1588275e-6f78-45d6-af33-e91cd3183cc4,7214,2/2/2018 12:00:00 AM,adanna.alex,Mairi,11309,Jere,113,Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,2/11/2014 12:00:00 AM,2/11/2014 12:00:00 AM,Closed,Collective Settlement/Centre,Mairi,Uni Guest Main Bakin Kogi Camp,0,0,IOM DTM RD10 June 2016,Mairi IDP Camp,13.1825117401248,11.8100874902455
303,7ac66291-d542-4585-ae9a-3a668489f44b,7215,2/2/2018 12:00:00 AM,adanna.alex,Lamisula,12410,Maiduguri,124,Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,8038392752,SEMA/NEMA/CAN,Government,10/22/2014 12:00:00 AM,10/22/2014 12:00:00 AM,Open,Collective Settlement/Centre,Wulari Jerusalem,Eyn Camp,0,0,IOM DTM RD10 June 2016,Christian Association Of Nigeria,13.1368050101432,11.844220039923
304,07a099f6-c0e9-48a6-9761-a399493246df,7216,2/2/2018 12:00:00 AM,adanna.alex,Galtimari,11306,Jere,113,Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,8/8/2014 12:00:00 AM,8/8/2014 12:00:00 AM, ,Collective Settlement/Centre,Galdimari,Galtimari Fori,0,0,IOM DTM RD10 June 2016,Galtimari Primary School,13.1733110002025,11.8044269999062
305,7e3c6aa8-baeb-4c10-94fd-dc7256d3593c,7217,2/2/2018 12:00:00 AM,adanna.alex,Alkaleri West,BA0112,Alkaleri,5001,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Alkaleri West, ,0,0,IOM DTM RD16 May 2017,Anguwan Baba,10.332700000005,10.2642999996453
